id,original,simplified
4769,"PARA QUE EL AHORRO SEA PRODUCTIVO HAY QUE INVERTIRLO, DE OTRO MODO PIERDE VALOR EN EL TIEMPO.",Debemos invertir el ahorro para que sea productivo.
4770,Los ingresos se dan por las ventas y servicios que ellas generan.,Los ingresos surgen por las ventas y servicios producidos por ellas.
4771,"Parte de ellos los destinan al consumo —que son sus costos y gastos— y los remanentes constituyen sus utilidades, las que reparten o a los socios o a los dueños o se dejan en la empresa para reinversiones.","Parte de ellos los destinan al consumo. El sobrante son sus ganancias. Estas las reparten a los socios, dueños o las dejan en la empresa."
4772,El crédito da la oportu - nidad de adquirir y disfrutar de bienes y servicios hoy y pagarlos a futuro.,El crédito permite disfrutar productos y servicios y pagarlos después.
4773,"En el crédito está incorporado el concepto de confianza entre deudor y acreedor, pues el primero debe pagar a tiempo lo prestado por el segundo, más los intereses correspondientes.",El crédito incluye la confianza entre deudor y fiador. Porque el primero debe pagar a tiempo el préstamo más los intereses.
4774,Esto se materializa en la garantía con la que responde el deudor por el compromiso de devolver lo recibido.,Esto se concreta en la garantía. El deudor se compromete a devolver lo recibido.
4775,La mayoría de las personas y de las empresas realizan sus operaciones comerciales con operaciones a crédito.,Muchas personas y empresas realizan sus transacciones comerciales con crédito.
4776,"EL CRÉDITO ES TAN ANTIGUO COMO EL COMERCIO, AUNQUE SE HA IDO PERFEC-CIONANDO A TRAVÉS DEL TIEMPO.",El crédito se perfeccionó con el tiempo.
4777,"SEGURAMENTE, LOS ADULTOS MAYORES RECUERDEN LAS COMPRAS «AL FIADO» EN EL NEGO-CIO O CARNICERÍA DE LA ESQUINA.",Los adultos mayores pueden recordar las compras fiadas en negocios cercanos.
4778,"EL CRÉDITO, OTORGADO POR ALMACENEROS A VECINOS Y VECINAS DEL BARRIO, QUEDABA REGISTRADO EN EL LIBRO DE FIADOS DEL NEGOCIO Y EN LA LIBRETA DE LA PER-SONA QUE LO PEDÍA PARA PAGARSE AL FINAL DE LA SEMANA O DEL MES.",El crédito se escribía en el libro de fiados del negocio y en la libreta del deudor. Para pagarlo el fin de semana o del mes.
4779,"CRÉDITO = CONFIANZA
Algunos ejemplos de créditos a personas se muestran en el siguiente recuadro.",Algunos ejemplos e créditos a personas están en el siguiente cuadro.
4780,"OBJETO DEL CRÉDITOFUENTE DEL CRÉDITO BENEFICIOSCOMPRA  DE CASA BANCOS (CRÉDITO HIPOTECARIO) ACCEDER A BIENES Y SERVICIOS DE FORMA ANTICIPADA CON LA OBLIGACIÓN DE PAGAR A FUTUROCOMPRA  DE AUTOPRÉSTAMO AUTOMOTRIZVIAJES AGENCIAS DE VIAJE CONSUMO CASAS COMERCIALES TARJETAS DE CRÉDITOBANCOS Y CASAS COMERCIALES
Pero ¡cuidado!","Objeto del crédito. Compra de casa. Origen del crédito, bancos. Beneficios. Acceder a bienes y servicios anticipadamente con la obligación de pagar a futuro. Tenga cuidado."
4781,El crédito genera endeudamiento cuando lo que se recibe en préstamo va más allá de la capacidad de pago que se tiene para devolverlo.,El crédito produce deudas cuando el préstamo supera la capacidad de pago disponible para devolverlo.
4782,Se recomienda que el pago mensual destinado a deudas no supere el 25 % de los ingresos del mes.,Se recomienda que el pago mensual de deudas no supere el veinticinco por ciento de los ingresos.
4783,"TÉCNICAMENTE, EL INTERÉS CORRESPONDE AL VALOR DEL DINERO A TRAVÉS DEL TIEMPO.",El interés es el valor del dinero en el tiempo.
4784,"El crédito o deuda está siempre asociado a un interés que cobra el prestamista (banco, institución financiera, comercio, entre otros), cuyas tasas fluctúan en el mercado financiero y comercial dependiendo del tipo de crédito.",El crédito o deuda se relaciona a un interés cobrado por el prestamista. Sus tasas cambian en el mercado financiero y comercial según el tipo de crédito.
4785,El Banco Central de Chile es el regu-lador de las tasas —al sugerirlas— y disposiciones legales antiusura.,El Banco Central de Chile regula las tasas y las leyes antiusura.
4786,"Esta institución regula los máximos a cobrar, pero estos son establecidos libremente por quienes otorgan los créditos.",Este banco regula los máximos. Pero los establecen los prestamistas.
4787,"Igualmente, al obtener un crédito, las personas y las empresas deben tener presente los gastos por comi-siones, impuestos e intermediaciones que se suman al total del crédito y sus intereses para determinar los montos a pagar en cuotas o en la modalidad que se establezca.","Las personas y empresas deben considerar los gastos por comisiones, impuestos, intereses e intermediaciones sumados al total del crédito para conocer la cuota a pagar."
4788,Los primeros se refieren a la situación nacional y los segundos son de orden sectorial con aplicación en empresas y de uso personal.,Los primeros se relacionan con la situación nacional. Los segundo se relacionan con empresas y uso personal.
4789,"Para 2017, el PIB chileno fue de 477.000 millones de dólares.","Para el dos mil diecisiete, el Producto Interno Bruto chileno fue de cuatrocientos setenta y siete mil millones de dólares."
4790,"El PIB por habi-tante alcanzó alrededor de US$25.000, lo que representa el valor que le correspondería a cada persona si se repartiera el monto total de los recursos, es decir, 477.000 millones dividido por los 18,5 millones de habitantes del país, según censo de 2018.",El Producto Interno Bruto por habitante alcanzó casi veinticinco mil dólares. Esto representa el valor para cada persona si se repartiera el total de los recursos.
4791,El IPC —índice de precios al consumidor— es un indicador que mide la inflación en el país e indica las variaciones porcentuales del costo de la vida.,El índice de precios al consumidor mide la inflación en el país e indica las variaciones porcentuales del costo de la vida.
4792,"En 2018 agrupó 321 productos, entre los cuales se encontraron la carne, la ropa, el viagra y otros cientos de artículos.",En dos mil dieciocho agrupó trescientos veintiun productos.
4793,La UTM —unidad tributaria mensual— es un índice para expresar el valor monetario de los impuestos.,La unidad tributaria mensual expresa el valor monetario de los impuestos.
4794,"Está indexada con el IPC, de ahí que su fluctuación siga las variaciones del costo de la vida mensual, similar a la UF (unidad de fomento).","Está registrada con el índice de precios al consumidor. Por eso, su cambio sigue las variaciones del costo de la vida mensual, similar a la unidad de fomento."
4795,"El desempleo es el indicador que mide porcentualmente el número de trabajadores sin empleo formal, es decir, sin contrato ni previsión, en el país y por regiones.",El desempleo mide el porcentaje de trabajadores sin trabajo formal.
4796,Comúnmente se le conoce como «índice de cesantía».,Comúnmente se llama índice de cesantía.
4797,"En 2018, el precio fluctuó alrededor de los US$3 por libra de cobre según transacciones en la Bolsa de Metales de Londres.","En dos mil dieciocho, el precio varió casi tres dólares por libra de cobre según transacciones en la Bolsa de Metales de Londres."
4798,"Además de los anteriores, en la economía global hay indicadores financieros que entregan información sobre el pulso bursátil, el número y los montos de las transacciones de acciones de sociedades, bonos u otros instrumentos financieros y de inversión.","En la economía global hay indicadores financieros que informan sobre el pulso bancario, el número y montos de las transacciones, bonos e instrumentos financieros."
4799,"Algunos de ellos son:"" 
 EUROPA  EURO STOXX      ASIA  NIKKEI ESTADOS UNIDOS DOW JONES    NASDAQ    S&P   LATINOAMÉRICA  MÉXICO  IPC        ARGENTINA  MERVAL     CHILE  IPSA""","Algunos son: Euro Stoxx en Europa. Nikkei en Asia. Dow Jones, Nasdaq y SYP en Estados Unidos. Índice de precios de consumo en México. Merval en Argentina. Índice de Precios Selectivo de Acciones en Chile."
4800,"Este tipo de delitos es un fenómeno tanto nacional o local, como internacional, y de la ausencia o presencia de ellos depende que a un país se le clasifique de probo o corrupto.",Estos delitos son nacionales e internacionales. De estos depende la clasificación de un país como honrado o corrupto.
4801,"La probidad es la honradez en las acciones y practicarla supone dis-tinción para quien cumple correc-tamente con su deber y actúa de acuerdo con principios morales de buen vivir, especialmente en lo refe - rente al respeto por la propiedad ajena, la transparencia en los nego-cios, la vida personal y sus finanzas.",La probidad es la honradez en las acciones. Practicarla supone distinción para quien cumple correctamente su deber y acorde con principios morales.
4802,"La corrupción, en tanto, es lo opuesto a la honradez y se la asocia con el vicio, el soborno, la perversión y otros calificativos vinculados a lo inmoral y a la falta de ética personal y empresa-rial en el actuar.","La corrupción se relaciona con el vicio, soborno, perversión. Se relaciona con la falta de ética personal y empresarial."
4803,La organización no gubernamental —también conocidas por sus ini-ciales como ONG— Transparencia Internacional realiza estudios sobre corrupción.,La organización no gubernamental Transparencia Internacional estudia la corrupción.
4804,"Así, desde 1995 publica el Índice de Percepción de la Corrupción que mide, en una escala de cero (muy corrupto) a cien (ausencia de corrupción), los niveles de percepción de corrupción en el sector público de los distintos países.",Desde mil novecientos noventa y cinco publica el Índice de Percepción de la Corrupción. Esta mide los niveles de percepción de corrupción en el sector público de diferentes países.
4805,"Esta institución define la corrupción como «el abuso del poder para beneficio personal» por lo que cubre aspectos
financieros y no financieros.","Según esta institución, la corrupción es el abuso de poder para beneficio personal. Entonces, tiene aspectos financieros y no financieros."
4806,"LOS PRINCIPA-LES DELITOS DE ESTE TIPO SON EL TRÁFICO DE INFLUENCIAS, EL FRAU-DE, EL LAVADO DE DINERO, EL CO-HECHO, LA QUIEBRA FRAUDULENTA Y LA ESTAFA.","Los principales delitos de corrupción son tráfico de influencias, fraude, lavado de dinero, soborno y estafa."
4807,ESTOS DELITOS SON DIFÍCILES DE PROBAR Y LOS EJECU-TORES RECIBEN BAJAS PENAS A PE-SAR DE QUE AFECTAN PASIVAMENTE A GRAN CANTIDAD DE PERSONAS.,Estos delitos son difíciles de probar. Y los responsables reciben castigos bajos.
4808,"La diferencia entre sus montos indica el saldo, que puede ser déficit o superávit.",La diferencia entre sus montos es el saldo. Este puede ser pérdida o ganancia.
4809,"El siguiente recuadro muestra los montos de la balanza chilena (en millones de dólares) para cuatro años sucesivos a precios FOB (costos, seguro y flete en puertos de origen).",El siguiente cuadro tiene los montos de la balanza chilena para cuatro años sucesivos.
4810,La última columna indica la diferencia favorable entre los flujos de ingresos por exportaciones menos los flujos de egresos por el pago de importaciones.,La última columna tiene la diferencia positiva entre los ingresos por exportaciones menos los pagos de impuestos.
4811,En los años indicados el saldo es de  superávit pues los flujos de ingresos son superiores a los de egresos.,En los años mencionados el saldo es de ganancia. Porque los ingresos son superiores a los gastos.
4812,"En caso contrario, el saldo negativo de la balanza hubiera sido de déficit comercial.","Al contrario, el saldo negativo sería pérdida comercial."
4813,"Las empresas y sus directivos necesitan información para tomar decisiones en sus negocios y controlar las operaciones, así como para verificar que lo pre - visto se cumpla.",Las empresas y sus directivos necesitan información para decidir y controlar las operaciones. También para  comprobar el cumplimiento del objetivo.
4814,Para ello disponen de sistemas de información que les proporcionan datos financieros y no financieros periódicamente.,Para ello tienen sistemas de información. Estos les entregan datos financieros y no financieros periódicamente.
4815,Una de las fuentes de información más eficaces es la representada por los estados financieros;,Los estados financieros son una fuente de información eficaz.
4816,estos sirven a usuarios —internos y externos— interesados en la información de la organización.,Estos sirven a usuarios interesados en información de la empresa.
4817,"La contabilidad, junto a los costos y presupuestos, forma parte del sistema de informa-ción financiera de las empresas y es un medio de control de los hechos económicos de las organizaciones.",La contabilidad pertenece al sistema de información financiera de las empresas. Es un medio de control de los recursos económicos de las empresas.
4818,"De acuerdo con el Código de Comercio chileno (Artículo N.° 25 y siguientes), las empresas están obli-gadas a llevar contabilidad y preparar informes periódicamente, lo que le permite a sus administradores conocer la marcha de los negocios, además es base para el cálculo y pago de impuestos al fisco.","Según el Código de Comercio chileno, las empresas deben llevar contabilidad y preparar informes periódicamente. Esto permite a los administradores conocer el desarrollo de los negocios. Además, sirve para calcular y pagar los impuestos."
4819,"Los estados financieros, según las Normas Internacionales de Información Financiera (NIIF o IFRS por sus iniciales en inglés), son el balance, el estado de resultados, el estado de flujo de efectivo y el estado de cambios en el patrimonio.","Según las Normas Internacionales de Información Financiera, los estados financieros son el balance, el estado de resultados, el estado de flujo de efectivo y el estado de cambios en el patrimonio."
4820,"Usualmente, se acompañan de notas explicativas de las principales cifras y valores mone - tarios para mejorar la comprensión de los números.",Los acompañan notas explicativas de las principales cifras y valores monetarios para comprender mejor los datos.
4821,"Es como una fotografía tomada en un determinado momento pues muestra lo que se tiene y lo que se debe en ese instante, que puede ser el fin del mes, del semestre o a fines de año.","Presenta las pertenencias y las deudas de fin de mes, de semestre o de año."
4822,"Técni-camente, lo que se tiene se denomina activo y lo que debe se llama pasivo (deudas con terceros) y patrimonio (capital y utilidades de los dueños).","Los activos son lo tenido, los pasivos son las deudas a terceros y el pratrimonio son el capital y las ganancias."
4823,Muestra lo que la empresa gana o pierde en un período y explica —mediante la fórmula de «ingresos – (costos + gastos)»— cómo se ha pro-ducido ese resultado.,Presenta las ganancias o pérdidas de la empresa en un período. Y explica cómo se dio ese resultado.
4824,"A diferencia del balance, se asemeja al rodaje de una película porque cubre un período.",Comprende un período.
4825,"Estado de flujo de efectivo 
igual que el estado de resultados, este informe es complementario al balance.",El estado de flujo de efectivo también es un informe adicional al balance.
4826,"Muestra los ingresos y egresos de efectivo (y equivalente de efectivo) en cada período contable clasificados en flujo de operaciones, de inversiones y de financiamiento.","Presenta los ingresos y gastos de efectivo por períodos contables. Clasificados en flujo de operaciones, inversiones y financiamiento."
4827,Es un informe complementario al balance y contiene datos de todo el ejercicio contable.,Es un informe adicional al balance con datos de toda la contabilidad.
4828,Notas a los estados financieros  son explicaciones y detalles que acom-pañan a las cifras presentadas en los estados financieros.,Notas a los estados financieros son explicaciones agregadas a los datos presentados en los estados financieros.
4829,"Técnicamente, se dice que los estados financieros leídos en conjunto con las notas presentan la situación económica y financiera de las empresas en cada ejercicio o período contable.",Los estados financieros leídos con las notas presentación la situación económica y financiera de las empresas por período contable.
4830,"Indicadores financieros
Para complementar la información de los estados finan-cieros de las empresas, existen indicadores destinados a medir la situación de rentabilidad, endeudamiento, liquidez y rotación de recursos y deudas de la empresa, y de uso general tanto para usuarios internos como externos.","Los indicadores financieros miden la rentabilidad, endeudamiento, liquidez y flujo de recursos y deudas de la empresa. Los usan los usuarios internos y externos."
4831,"Rentabilidad
INTERÉS DE 2 PESOS SOBRE UNA INVERSIÓN DE 100 PESOS = RENTABILIDAD DE 2 %  ((2 ÷ 100) × 100 = 2%) POR CADA 100 PESOS SE GANAN 2 PESOS
Endeudamiento
DEUDA DE 30 PESOS POR SOBRE EL CAPITAL DE 20 PESOS = ENDEUDAMIENTO DE  1,5 VECES EL CAPITAL (30 ÷ 20 = 1,5)POR CADA PESO DE CAPITAL EXISTE 1,5 PESOS DE DEUDA
Liquidez
80 PESOS DE DINERO DISPONIBLE POR SOBRE DEUDAS DE 40 PESOS = LIQUIDEZ DE DOS VECES EL VALOR DE LA DEUDA (80 ÷ 40 = 2)POR CADA PESO DE DEUDA SE DISPONE DE 2 PESOS PARA PAGO","El interés de dos pesos sobre una inversión de cien pesos da una rentabilidad de dos por ciento. Es decir, por cada cien pesos ganamos dos pesos.                                     La deuda de treinta pesos sobre el capital de veinte pesos resulta en una deuda de uno punto cinco veces el capital. Es decir, por cada peso de capital hay uno punto cinco pesos de deuda.                                                                                   En ochenta pesos de dinero disponible sobre deudas de cuarenta pesos da una liquidez del doble de la deuda. Por cada peso adeudado hay dos pesos para pagar."
4832,Las fuentes de datos para la preparación de indicadores financieros son precisamente las de los estados financieros de las compañías.,Los estados financieros de las empresas son las fuentes de datos para hacer los indicadores financieros.
4833,A nivel más global también existen indicadores sobre el funcionamiento de la economía y estos son útiles tanto para las empresas como para las personas.,También hay indicadores sobre el funcionamiento de la economía. Estos son útiles para las empresas y las personas.
4834,"Entre ellos se destacan:
Indicadores macroeconómicos
IPCÍNDICE DE PRECIOS AL POR MENOR, SE EMPLEA PARA MEDIR LA INFLACIÓN MENSUAL DE UNA CANASTA FAMILIAR  IPMÍNDICE DE PRECIOS AL POR MAYOR, APLICA PARA MEDIR INFLACIÓN EN OPERACIONES COMERCIALES.",Entre ellos están los indicadores macroeconómicos. El Índice de precios al por menor que mide la inflación mensual de una canasta familiar. El Índice de precios al por mayor que mide la inflación en transacciones comerciales.
4835,PRECIO DE LA LIBRA DE COBREINFORMA DIARIAMENTE DEL PRECIO DE LA LIBRA DE COBRE EN LOS MERCADOS INTERNACIONALESPRECIO DEL DÓLAR VALOR DEL DÓLAR CON RELACIÓN AL PESO CHILENO.,Precio de la libra de cobre informa diariamente del valor de esta en los mercados internacionales. El precio del dólar es el valor del dólar respecto del peso chileno.
4836,"HAY TIPO DE CAMBIO PARA OTRAS MONEDAS DE USO INTERNACIONAL (EURO, MONEDA EUROPEA;  YEN, MONEDA JAPONESA;  LIBRA, MONEDA BRITÁNICA)TASA DE DESEMPLEO O CESANTÍA (%)INFORMA EL DESEMPLEO COMO RELACIÓN ENTRE LOS DESEMPLEADOS Y LA MASA LABORAL POR PERIODOS",Hay tipo de cambio para otras monedas de uso internacional.                                                                                              Tasa de desempleo informa el desempleo como relación entre los desempleados y la planilla por períodos.
4837,"Corresponden al primer grupo todos los USADOS EN COMPRAS FACTURAS DE COMPRASBOLETAS DE COMPRANOTAS DE DÉBITONOTAS DE CRÉDITOGUÍAS DE DESPACHOUSADOS EN VENTAS FACTURAS DE VENTASBOLETAS DE VENTASNOTAS DE DÉBITONOTAS DE CRÉDITOGUÍAS DE DESPACHO
MEDIOS DE PAGO DINERO EFECTIVO (BILLETES Y MONEDAS)MONEDA ELECTRÓNICA (BITCOIN, CHAUCHA, LUKA)TARJETAS DE CRÉDITOCHEQUESTARJETAS DE DÉBITO PAGARÉSLETRAS DE CAMBIOimpresos o diseños digitales que han sido elaborados por la empresa, por ejemplo, sus formatos de correspon-dencia o publicitarios.","Los documentos internos son los usados en compras como facturas y boletas de compra. Notas de débito o crédito. Guías de despacho usados en ventas. Facturas y boletas de ventas. Medios de pago como dinero efectivo, tarjeta de crédito y de débito, cheques, pagarés, letras de cambio. En formato impreso o digital."
4838,A continuación revisamos algunos documentos de uso frecuente en las organizaciones:,Ahora revisamos algunos documentos de uso frecuente en las empresas:
4839,"USADOS  EN  REMUNE–RACIONES CONTRATOS DE TRABAJOLIQUIDACIONES DE SUELDOBOLETAS DE HONORARIOSFINIQUITOS DE TRABAJOFORMULARIOS DE DECLARACIÓN PREVISIONAL
USADOS EN IMPUESTOSINICIO DE ACTIVIDADESTÉRMINO DE GIROFORMULARIO DE DECLARACIÓN Y PAGO MENSUALFORMULARIO DE DECLARACIÓN Y  PAGO ANUAL
USADOS  EN CONTA–BILIDAD LIBRO DIARIO, MAYOR Y BALANCELIBROS DE COMPRAS Y DE VENTASLIBROS DE REMUNERACIONES LIBRO DE ACCIONISTAS.","Usados en pagos como los contratos de trabajo, pago de salarios, boletas de honorarios, despido, formularios de declaración previsional.                                      Usados en impuestos como inicio de actividades, fin de giro, formulario de declaración y pago mensual. Declaración y pago anual.                                                                            Usados en contabilidad como libro diario. Mayor y balance. Libros de compras y de ventas. Libros de pagos. Libros de accionistas."
4840,"Además, aparte de la correspondencia y los registros magnéticos debe considerarse la documentación en operaciones de comercio exterior (Banco Central y Dirección de Aduanas), las de contratos y operaciones financieras (bancos comerciales) y otros documentos como escrituras, actas de directorios y documentación de negocios.","Además, debemos considerar la correspondencia, los registros magnéticos, los documentos de operaciones comerciales externas, de contratos y transacciones financieras. También, otros documentos como escrituras, actas de directorios y documentos de negocios."
4841,"Para fines legales de conservación, la documentación de respaldo de las tran-sacciones de las empresas sigue la suerte de los libros de contabilidad, es decir, debe mantenerse durante el tiempo que indican las disposiciones legales.","La documentación de respaldo de las transacciones de las empresas sigue los libros de contabilidad. Es decir, debe mantenerse el tiempo indicado legalmente."
4842,"EL CÓDIGO DE COMERCIO, EN SU ARTÍCULO 44 ESTABLECE QUE «LOS COMERCIANTES DEBEN CONSERVAR LOS LIBROS DE SU GIRO HASTA QUE TERMINE DE TODO PUNTO LA LIQUIDACIÓN DE SUS NEGOCIOS».",El Código de comercio establece en su Artículo cuarenta y cuatro: Los comerciantes deben guardar los libros de su giro hasta terminar la liquidación de su empresa.
4843,"EL CÓDIGO TRIBUTARIO, POR SU PARTE, SEÑALA, EN SU ARTÍCULO 17, INCISO 2.°, QUE «LOS LIBROS DE CONTABILIDAD DEBEN SER CONSERVADOS POR LOS CONTRIBUYENTES, JUNTO CON LA DOCUMENTACIÓN CORRESPONDIENTE, MIENTRAS ESTÉ PENDIENTE EL PLAZO QUE TIENE EL SERVICIO DE IMPUESTOS INTERNOS PARA LA REVISIÓN DE LAS DECLARACIONES».",El Código Tributario en el artículo diecisiete establece: Los contribuyentes deben conservar los libros de contabilidad y los documentos durante el plazo de revisión de declaraciones del servicio de impuestos.
4844,Estos plazos de prescripción están contenidos en el artículo 200 de este mismo Código y son:,Estos plazos están en artículo doscientos de ese Código.
4845,"TRES AÑOS DESDE EL VENCIMIENTO DEL IMPUESTO RESPECTIVO, COMO NORMA GENERAL.",La regla general son tres años desde el vencimiento del impuesto.
4846,DIEZ AÑOS SI LA PRESCRIPCIÓN SE INTERRUMPE MEDIANTE RECONOCIMIENTO ESCRITO DE LA OBLIGACIÓN TRIBUTARIA POR PARTE DEL CONTRIBUYENTE.,Diez años si el contribuyente interrumpe el vencimiento mediante reconocimiento escrito de la obligación tributaria.
4847,"Otras disposiciones, como el artículo 19 de la Ley de Bancos, establecen que estas entidades deben conservar los libros y documentación por diez años, salvo que la Superintendencia de Bancos e Instituciones Financieras autorice su destrucción con anterio-ridad.",El artículo diecinueve de la Ley de Bancos establece que los bancos deben guardar los libros y documentos por diez años. Excepto si la Superintendencia de Bancos e Instituciones Financieras autorice su destrucción anticipada.
4848,"La validez legal para usos comer - ciales de la documentación y libros de contabilidad se satisface con el cumplimiento de la obligación que tienen todas las empresas de timbrar y registrar en el Servicio de Impuestos Internos dicha documentación y libros convencionales o digitales, pagando —cuando procede— el impuesto de timbre establecido en el D.L. N.475 de 1980.",Las empresas deben timbrar y registrar los documentos y libros de contabilidad en el Servicio de Impuestos Internos. Esto para su validez legal en uso comercial.
4849,¿Qué función cumplen las empresas  en la sociedad?,Qué función tienen las empresas en la sociedad.
4850,"¿Cuál es la relación entre la empresa, los consumidores y el Estado?","Cómo se relacionan la empresa, los consumidores y el Estado."
4851,"¿Cómo se fijan los precios, el costo  y la utilidad?","Cómo se establecen los precios, el costo y la ganancia."
4852,¿Existe alguna diferencia entre utilidad  y lucro?,Hay diferencia entre ganancia y lucro.
4853,¿En qué consisten las inversiones y  cómo se financian?,Qué son las inversiones. Cómo se financian.
4854,Menciona tres fuentes de financiamiento y explica una de ellas.,Mencione tres fuentes de financiamiento y explique una.
4855,¿Cuándo estamos en presencia de monopolio?,Cuándo estamos en un monopolio.
4856,"¿Conoces algún ejemplo, en Chile,  de carteles de empresas?",Conoces carteles de empresas en Chile.
4857,"Según las NIIF , ¿cuáles son los  estados financieros?",Cuáles son los estados financieros.
4858,¿Podrías explicar un indicador financiero de empresas y agregar  un ejemplo numérico?,Explique un indicador financiero de empresas y agregue un ejemplo numérico.
4859,Impuesto al valor agregado (IVA)Impuestos a las rentas del capital y del trabajoImpuesto de herencia y otrosImpuestos municipalesDeclaración y pago de los impuestos Fines sociales y ambientales de los impuestos  Preguntas,Impuesto al valor agregado. Impuestos a las rentas del capital y del trabajo. Impuesto de herecia y otros. Impuestos municipales. Declaración y pago de impuestos. Obejtivos sociales y ambientales de los impuestos.
4860,"Esta frase apunta a que, en materia tributaria, debe separarse lo terrenal de lo espiritual.",Debemos separar lo terrenal de lo espiritual en tributación.
4861,¡Y nada más terrenal que los impuestos!,Los impuestos son terrenales.
4862,Los impuestos tienen antecedentes anteriores a la era cristiana.,Los impuestos surgieron antes de la era cristiana.
4863,"Las primeras leyes tributarias aparecen en Egipto, China y Mesopotamia hace unos cinco mil años.","Las primeras leyes tributarias aparecieron en Egipto, China y Mesopotamia hace cinco mil años."
4864,"En el origen, los impuestos eran aplicados a las personas, por los soberanos y el clero, para financiar los asuntos de las castas gobernantes y ceremonias religiosas respectivamente.","Originalmente, los reyes y sacerdotes aplicaban los impuestos a las personas. Para financiar el gobierno y las ceremonias religiosas."
4865,"En la actualidad, los impuestos que recauda el fisco permiten financiar gasto e inversiones y actividades de bien general en beneficio de los habitantes del territorio.","Actualmente, los impuestos recogidos por el fisco financian gasto, inversiones y actividades beneficiosas para los ciudadanos."
4866,En Chile existen dos impuestos prin-cipales que son los de mayor recaudo fiscal.,En Chile hay  dos impuestos principales de mayor cobro fiscal.
4867,El IVA (impuesto al valor agre - gado) y el de rentas (del trabajo y del capital o utilidades de la industria y del comercio).,El impuesto al valor agregado y el de rentas.
4868,"Aunque de menor relevancia, hay otros impuestos que también contribuyen, como los de herencia, timbres, aduanas e impuestos municipales.","Hay otros impuestos contribuyentes, pero de menor relevancia. Como los de herencia, timbres, aduanas y municipales."
4869,Lo paga el consumidor final —todos nosotros— mientras que las empresas actúan de intermediarios entre el consumidor y el fisco.,Lo pagamos todos. Las empresas son intermediarios entre el consimidor y el fisco.
4870,"Tiene una tasa general de 19 % (en 2019) que se aplica en todo el territorio nacional, aunque algunos productos y servicios están exentos de pagarlo.",Tiene una tasa general del diecinueve por ciento aplicado en todo el país. Algunos productos y servicios no lo pagan.
4871,Este impuesto siempre está incorporado en el precio de las boletas de compras y ventas.,Este impuesto está incluido en las boletas de compras y ventas.
4872,"Esto se debe a que, en general, es el consumidor final de los productos (el comprador, sean personas o empresas) quien paga el impuesto.",Porque quien paga el impuesto es el comprador.
4873,"En cambio, los comerciantes (quienes venden, sean personas o empresas) emiten o reciben facturas por sus ventas y sus compras, donde separan el valor de la mercancía del valor del impuesto y ello determina, cada mes, un saldo a favor del fisco (débito mayor que crédito) o del comerciante (débito menor que crédito).","En cambio, los comerciantes dan o reciben facturas por sus ventas y compras. Donde separan el precio del producto del impuesto. Esto determina mensualmente un saldo a favor del fisco o del comerciante."
4874,"En el primer caso, la diferencia debe pagarse al fisco; en el segundo, el fisco devuelve a la empresa el saldo a favor.","En el primer caso, la diferencia se paga al fisco. En el segundo, el fisco devuelve el sobrante a la empresa."
4875,"SI COMPRAS UN KILO DE PAN EN $1.190 Y EL IVA ESTÁ INCLUIDO EN EL PRECIO, PERO QUIERES SABER CUÁNTO VALE EL PAN Y CUÁNTO ES EL IVA DEBES DIVIDIR EL MONTO TOTAL POR 1,19  (1.
000) LO QUE DARÁ 1.","Cuando compras un kilo de pan en mil ciento noventa pesos con el impuesto al valor agregado incluido, este es de un peso. Para saber cuánto vale el pan y cuánto es el impuesto divide el total por uno coma diecinueve."
4876,"LUEGO, PARA SABER CUÁL ES EL 19% DE 1.000 HAY QUE MULTIPLICAR 1.000 POR 19 Y DIVIDIR POR 100.","Para saber cuál es el diecinueve por ciento de mil, multiplicamos mil por diecinueve y lo dividimos por cien."
4877,"EL RESULTADO SERÁ 190, O SEA, EL IVA DEL KILO DE PAN ES DE $190.","El resultado será ciento noventa. Es decir, el impuesto al valor agregado del kilo de pan son ciento noventa pesos."
4878,"POR OTRO LADO, CUANDO NECESITES AGREGAR EL IVA A UNA COMPRA O VENTA NETA (SIN IVA) DEBES MULTIPLICAR EL VALOR DEL PRODUCTO POR 0,19.",Para sumar el impuesto al valor agregado auna compra o venta neta multiplique el valor del producto por cero coma diecinueve.
4879,EL RESULTADO DE ESTA OPERACIÓN SE LO SUMAS AL PRECIO Y LISTO.,"Luego, sume el resultado al precio del producto."
4880,"Hay algunos productos y servicios que están exentos de IVA; es decir, no pagan impuesto.",Hay productos y servicios exentos del impuesto al valor agregado.
4881,"Por ejemplo, el transporte de personas en micro, bus, taxi, avión y tren; las entradas al cine, la compra y venta de casas hasta ciertos montos, la venta de autos usados de más de un año y otros.","Por ejemplo, el transporte de personas en micro, bus, taxi, avión y tren. Entradas al cine. Compra y venta de casas hasta ciertos precios. Venta de autos usados de más de un año."
4882,"También hay productos con impuestos específicos o adicionales y tasas diferentes, como es el caso de los licores y cigarrillos.",También hay productos con impuestos específicos o adicionales y tasas diferentes.  Como los licores y cigarrillos.
4883,El aporte del IVA al presupuesto fiscal fluctúa entre el 40 % y 50 % del gasto e inversión fiscal.,El aporte del impuesto al valor agregado al presupuesto fiscal varía entre el cuarenta y cincuenta por ciento del gasto e inversión fiscal.
